attack,psnr_c,psnr_s,result
Gaussian_s1,29.989510823760686,18.541899743256526,PASS
Gaussian_s10,29.989510823760686,18.41981395127757,PASS
JPEG_q90,29.989510823760686,18.490911808194674,PASS
JPEG_q80,29.989510823760686,18.428996426384757,PASS
Round,29.989510823760686,18.529943995723617,PASS
