Secret Type,PSNR-C,PSNR-S,SSIM
Noise,29.157553515513065,4.854850716713116,0.008604967035353184
Text,20.476321703094445,0.05837828648853764,0.0002503313880879432
Logo,20.64305767584444,0.2703619638338193,4.496060500969179e-05
Natural,27.67776411471052,3.595190008995422,0.1367887407541275
