attack,psnr_c,psnr_s,result
Gaussian_s1,42.01661153980204,16.08531012858949,FAIL
Gaussian_s10,42.01661153980204,16.08531012858949,FAIL
JPEG_q90,42.01661153980204,16.08531012858949,FAIL
JPEG_q80,42.01661153980204,16.08531012858949,FAIL
Round,42.01661153980204,16.08531012858949,FAIL
